"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierBG","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 33"
"","Sindicatura de Greuges de Barcelona","Port Olímpic (Barcelona). Barcelona. Districte 10. Sant Martí","","2016-09-13","2016-09-13","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98150","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98151","cas","","http://hdl.handle.net/11703/98150","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Espais públics. Civisme","Seguretat. Societat i benestar","notes de premsa","","La síndica dice que hace falta más Guardia Urbana en el Port Olímpic para garantizar los usos cívicos del espacio público","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-03-22","2017-03-22","Podeu consultar la versió en castellà a:  http://hdl.handle.net/11703/101517","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101516","cat","","http://hdl.handle.net/11703/101517","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Distribució de mercaderies. Innovacions tecnològiques. Aparcaments","Transport","notes de premsa","","Restringir l'ús d'estacionament de les zones de càrrega i descàrrega només a qui disposi de mòbil vulnera el principi d'igualtat al qual ha d'ajustar-se l'Administració","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-02-19","2016-02-19","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/88320","cat","","","","http://hdl.handle.net/11703/88321","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","La síndica planteja retirar de l'Ordenaça la penalització de les conductes que tenen el seu origen en una problemàtica social","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-02-10","2016-02-10","","","","application/pdf","11 p.","","","Mandat 2015-","http://hdl.handle.net/11703/88144","cas","","","http://hdl.handle.net/11703/88143","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","Balance de 2015 de la defensora de la ciutadanía de Barcelona","","text",""
"","Sindicatura de Greuges de Barcelona. Servei de Premsa","Barcelona","","2016-05-19","2016-05-19","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97297","cas","","http://hdl.handle.net/11703/97296","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Indigents. Serveis socials. Dret a l'habitatge. Habitatges","Societat i benestar","notes de premsa","","La síndica recomienda una atención individual continuada y potenciar el ""Housing First"" para combatir elevado número de personas sin hogar en Barcelona","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-12-01","2016-12-01","Podeu consultar la versió en català a: http://hdl.handle.net/11703/99247","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/99249","cas","","http://hdl.handle.net/11703/99247","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Indigents. Serveis socials. Dret a l'habitatge. Habitatges","Habitatge","notes de premsa","","La síndica recomendó en 2014 hacer un plan para atender a las personas sin hogar en Barcelona; ahora el ayuntamiento ha anunciado que hará un abordaje integral","","text",""
"","Servei de Premsa","Barcelona","","2016-01-19","2016-01-19","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/86561","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Economia. Turisme","notes de premsa","","Barcelona ingressarà dos milions d’euros extres de l’impost turístic","","text",""
"","Servei de Premsa","Barcelona","","2015-12-04","2015-12-04","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84326","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Turisme sostenible","Turisme","notes de premsa","","Barcelona explica a Hong Kong la seva aposta per ser un destí de turisme sostenible","","text",""
"","Servei de Premsa","Barcelona","","2015-11-05","2015-11-05","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84330","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","Cultura i oci","notes de premsa","","París serà la ciutat convidada de la Mercè 2016","","text",""
"","Servei de Premsa","Barcelona","","2015-11-28","2015-11-28","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84315","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","Medi ambient","notes de premsa","","L’Ajuntament de Barcelona posa en marxa la campanya “Menys fum i menys soroll. Nous aires per a Barcelona” per sensibilitzar sobre la contaminació ambiental","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 2. Eixample. Entença, Carrer (Barcelona). Nicaragua, Carrer (Barcelona). Rosselló, Carrer (Barcelona). Provença, Carrer (Barcelona)","2017","2017-03-21","2017-03-21","Podeu consultar la versió en castellà a:  http://hdl.handle.net/11703/101511","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101510","cat","","http://hdl.handle.net/11703/101511","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Presó Model de Barcelona. Reclamacions","Urbanisme i infraestructures","notes de premsa","","La síndica pregunta l'Ajuntament per la urgència de tancar la presó Model sense disposar d'un centre alternatiu a la ciutat","","text",""
"","Servei de Premsa","Barcelona","","2015-12-28","2015-12-28","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/86551","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Sindicatura de Greuges de Barcelona","Sector públic","notes de premsa","","L'Ajuntament obre la renovació del Síndic de Greuges a la participació ciutadana i de les entitats","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-10-04","2016-10-04","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98371","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98372","cas","","http://hdl.handle.net/11703/98371","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Lloguers. Habitatges","Habitatge","notes de premsa","","Vilà dice que hace falta controlar y limitar el precio del alquiler en Barcelona para garantizar a todo el mundo el acceso a la vivienda","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2015-11-02","2015-11-02","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84064","cas","","","http://hdl.handle.net/11703/84063","","","","CC-BY","openAccess","Sindicatura de Greuges de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Serveis funeraris. Preus. Arbitratge i laude","Comerç","notes de premsa","","La síndica investiga una presunta falta de transparencia y precios abusivos en las empresas funerarias de Barcelona","","text",""
"","Institut Barcelona Esports","Sant Andreu (Barcelona : Barri)","","2017-03-02","2017-03-02","","","","application/pdf","1 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/101741","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Flic Flac Circ. Esports","Esport. Educació","notes de premsa","","El Flic Flac Circ puja les escoles a l’escenari","","text",""
"","Servei de Premsa","Barcelona","2017","2017-04-20","2017-04-20","","La 14a edició del Pregó de la Lectura de Barcelona se celebra amb un acte on l'escriptora Yasmina Reza conversa amb Xavier Albertí, director del TNC, sobre el conjunt de la seva obra i el valor de la lectura El tinent d'alcaldia Jaume Collboni, que ha presidit l'acte, destaca la importància de tenir “una societat més crítica, culta i creativa” per comptar amb una ciutadania “que opina i reivindica”","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102017","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Llibres i lectura. Lectura. Conferències","Cultura i oci","notes de premsa","","Barcelona destaca la importància de llegir per formar opinió i consciència crítica, en el 14è Pregó de la lectura","","text",""
"","Servei de Premsa","Glòries Catalanes, Plaça (Barcelona). Barcelona. Districte 10. Sant Martí. Barcelona. Districte 2. Eixample","","2017-03-23","2017-03-23","","L’auditoria del túnel de Glòries revela diverses circumstàncies que han generat un endarreriment de 19 mesos en les obres i un possible augment, respecte el preu de l’adjudicació, del 19,6%, tot i mantenir-se dins del pressupost global del projecte","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101761","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Urbanisme. Rehabilitació urbana. Túnels","Urbanisme i infraestructures","notes de premsa","","Principals conclusions de l’auditoria sobre el túnel de Glòries","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100828","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Presó Model de Barcelona","Societat i benestar","notes de premsa","","L'Ajuntament valora positivament que la presó Model disposi de calendari de tancament específic","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-06-23","2017-06-23","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/102816. Fa referència a l'Ordenança de Cementiris [1997] [http://hdl.handle.net/11703/86847]","La Sindicatura de Greuges demana que s'estudiï la incorporació a l'Ordenança de Cementiris d'un procediment amb més garanties per a la persona interessada abans de desnonar una sepultura i de traslladar les restes a un ossari comú","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102815","cat","","http://hdl.handle.net/11703/102816","","","http://hdl.handle.net/11703/86847","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Cementiris de Barcelona, S.A.. Sepultures","Societat i benestar","notes de premsa","","La síndica demana processos amb més garanties per la ciutadania abans de desnonar una sepultura i traslladar les restes a un ossari comú","","text",""
"","Servei de Premsa","Barcelona","","2016-01-08","2016-01-08","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/86557","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Nadal. Lleure","Cultura i oci","notes de premsa","","Prop de 140.000 persones gaudeixen del primer any d’activitats de Nadal a la plaça Catalunya","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 2. Eixample. Ausiàs Marc, Carrer (Barcelona). Marina, Carrer (Barcelona)","","2017-09-26","2017-09-26","Podeu consultar la versió en català a: http://hdl.handle.net/11703/105844","La Síndica informa que en el año 2012 ya alertó al Districte de l'Eixample de las infracciones e incumplimientos del horno que explotó el 16 de septiembre de 2017","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/105845","cas","","http://hdl.handle.net/11703/105844","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Fleques. Explosions. Reclamacions","Seguretat","notes de premsa","","La Síndica alertó en 2012 del incumplimiento e infracciones durante 8 años del horno del Eixample que explotó el 16 de septiembre","","text",""
