"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributoreditor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationispartof","dcrelationreferences","dcrights","dcrightsaccessrights","dcrightsholder","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"","","Gerència de Mobilitat i Infraestructures | Doymo, S.A.","","","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. District 2. Eixample | Barcelona. Distrito 2. Eixample | Laietana, Via (Barcelona) | Laietana, Via (Barcelona) | Laietana, Via (Barcelona) | Sant Antoni, Ronda (Barcelona) | Sant Antoni, Ronda (Barcelona) | Sant Antoni, Ronda (Barcelona) | Colom, Passeig (Barcelona) | Colom, Boulevard (Barcelona) | Colom, Paseo (Barcelona) | Universitat, Ronda (Barcelona) | Universitat, Ronda (Barcelona) | Universitat, Ronda (Barcelona) | Sant Pere, Ronda (Barcelona) | Sant Pere, Ronda (Barcelona) | Sant Pere, Ronda (Barcelona) | Pelai, Carrer (Barcelona) | Pelai, Street (Barcelona) | Pelai, Calle (Barcelona) | Fontanella, Carrer (Barcelona) | Fontanella, Street (Barcelona) | Fontanella, Calle (Barcelona) | Trafalgar, Carrer (Barcelona) | Trafalgar, Street (Barcelona) | Trafalgar, Calle (Barcelona)","","","2019","2019-12","Sol·licitant de l’informe: Gerència de Mobilitat i Infraestructures","","Fase 1: Càlcul de les seccions necessàries pel trànsit de pas i necessitats de carrils bus | Fase 2: Detall del Carrils bici, accessos locals i DUM","application/pdf","74 p.","application/pdf","","Núm. Exp. 20190184","","Mandat 2019-","http://hdl.handle.net/11703/117443","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona | Doymo, S.A.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Mobilitat urbana | Qualitat de l'aire | Espais públics | Transport urbà | Urban mobility | Air quality | Public spaces | Urban transportation | Movilidad urbana | Calidad del aire | Espacios públicos | Transporte urbano","Transport | Urbanisme i infraestructures","informes altres","","Estudi de mobilitat de la zona centre de la ciutat de Barcelona : Pla BCNTRE","","text","info:eu-repo/semantics/report",""
"Anual","Obert","Gerència d'Empresa, Cultura i Innovació | Gerència de Política Econòmica i Desenvolupament Local | Cambra Oficial de Comerç, Indústria i Navegació de Barcelona | Observatori Barcelona","","","Barcelona | Barcelona | Barcelona","2015 | 2016","","2016","2016","Sol·licitant de l’informe: Gerència de Política Econòmica i Desenvolupament Local","","","application/pdf","114 p.","application/pdf","","Núm. Exp. 2016/535","","Mandat 2015-2019","http://hdl.handle.net/11703/99728","cat","Observatori de Barcelona","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l’àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Cambra Oficial de Comerç, Indústria i Navegació de Barcelona | Ajuntament de Barcelona","","Economia | Comerç | Turisme | Mercat de treball | Economics | Commerce | Tourism | Labor market | Economía | Comercio | Turismo | Mercado de trabajo","Economia","informes altres | revistes i anuaris","","Informe [versió en català]. 2016","Informe Observatori Barcelona 2016","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona) | Escala, Rosa M. | Sardà, Jordi | Ollé, Imma | Sabaté, Misericòrdia","","García López, Nuria | Prado Barrabés, Montserrat | Antich Garcia, Bartomeu","Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. District 5. Sarrià-Sant Gervasi | Putxet i el Farró  (Barcelona : Barri) | Putxet i el Farró (Barcelona : Barrio) | Putxet i el Farró  (Barcelona : Neighborhood)","","","2018-01","2018-07","Sol·licitant de l'informe: Institut Municipal del Paisatge Urbà i la Qualitat de Vida","","","application/pdf","115 p.","application/pdf","","Núm. Exp. U180000021","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/112378","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Arquitectura del paisatge urbà | Ordenació del territori | Patrimoni cultural | Urban landscape | Regional planning | Cultural heritage | Arquitectura del paisaje urbano | Ordenación del territorio | Patrimonio cultural","Urbanisme i infraestructures","informes altres","","Estudi de paisatge urbà: El Farró","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Gerència d'Ecologia Urbana | Bach Triadó, Eugeni | Bach, Anna | Peláez, Daniel | Amorós, Verónica | A&EB (firma)","","","Barcelona. Districte 8. Nou Barris | Barcelona. Distrito 8. Nou Barris | Barcelona. District 8. Nou Barris | Can Peguera (Barcelona : Barri) | Can Peguera (Barcelona : Barrio) | Can Peguera (Barcelona : Neighborhood)","","","2017-05","2018-11","Sol·licitant de l'informe: Gerència d'Ecologia Urbana","","","application/pdf","57 p.","application/pdf","","Núm. Exp. 20170493","","Mandat 2015-2019","http://hdl.handle.net/11703/112399","cat","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","","","http://creativecommons.org/licenses/by-nc/4.0/deed.ca","Edificis d'habitatges | Dwellings | Edificios de viviendas","Urbanisme i infraestructures","informes altres","","Assaig tipològic per al pla de futur de Can Peguera: Estudi sobre les potencialitats de les edificacions i l'espai públic del barri de Can Peguera","Estudi d'alternatives tipològiques per al Pla Futur de Can Peguera","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Gerència d'Ocupació, Empresa i Turisme | Direcció de Serveis d'Estratègia i Cultura de Sostenibilitat | Direcció Executiva de Planificació Estratègica i Anàlisi Pressupostària | Direcció de Serveis d'Inversions | Fundació Fòrum Ambiental | Institut d'Estudis Regionals i Metropolitans de Barcelona | Generalitat de Catalunya. Departament de Territori i Sostenibilitat | Consultora AMPHOS21","","","Barcelona | Barcelona | Barcelona","2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2008","","2015-11","2015-11","Sol·licitant de l’informe: Gerència d'Ocupació, Empresa i Turisme","","Presentar un conjunt d’indicadors de l’economia verda a l’àrea de Barcelona per tal de conèixer la seva dimensió i evolució i poder-ne fer un seguiment periòdic  L'estudi planteja un quadre d'indicadors de seguiment del desenvolupament de l'economia verda a Barcelona, elabora un mapa d’actors principals de l’economia verda a la ciutat i planteja els reptes i oportunitats de l’economia verda a la Ciutat Comtal a partir d’entrevistes a experts  Objectius, metodologia i context; Indicadors de seguiment; principals agents de l'economia verda; diagnòstic DAFO i propostes","application/pdf","53 p.","application/pdf","","Núm. Exp. 2015/101","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/96965","cat","Ajuntament de Barcelona","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","","","http://creativecommons.org/licenses/by/4.0/deed.ca","Economia ambiental | Desenvolupament sostenible | Avaluació | Environmental economics | Sustainable development | Evaluation | Economía ambiental | Desarrollo sostenible | Evaluación","Economia | Medi ambient","informes altres","","Estudi sobre l'Economia Verda a Barcelona : síntesi de resultats","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Institut de Cultura de Barcelona | Raw Lab-jc20, S.L. | Nina Produccions (Firma) | Ballò, Tània | Berger, Gonzalo","","","Barcelona | Barcelona | Barcelona","","","2017-07-14","2017-10-18","Sol·licitant de l'informe: Institut de Cultura de Barcelona","","","application/pdf","26 p.","application/pdf","","Núm. Exp. C170002552","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/112358","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Guerra Civil Espanyola, 1936-1939 | Dones soldat | Spanish Civil War, 1936-1939 | Women soldiers | Guerra Civil Española, 1936-1939 | Mujeres soldado","Cultura i oci","informes altres","","Recerca i estudi de les dones combatents a Barcelona 1936-1939","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona) | Cervera Alonso de Medina, Marina | Mercadé Aloy, Josep","","","Barcelona. Districte 6. Gràcia | Vallcarca i els Penitents (Barcelona : Barri) | Barcelona. Distrito 6. Gràcia | Vallcarca i els Penitents (Barcelona : Barrio) | Barcelona. District 6. Gràcia | Vallcarca i els Penitents (Barcelona : Neighborhood)","","","2017-12","2018-01","Sol·licitant de l’informe: Institut Municipal del Paisatge Urbà i la Qualitat de Vida","","","application/pdf","58 p.","application/pdf","","Núm. Exp. U170000049 | Núm. Exp. IMPU_2017_056","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/111014","cat","","","","","","","","CC-BY-ND","info:eu-repo/semantics/openAccess","Institut Municipal del Paisatge Urbà i la Qualitat de Vida","","","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","Arquitectura del paisatge urbà | Ordenació del territori | Patrimoni cultural | Urban landscape | Regional planning | Cultural heritage | Arquitectura del paisaje urbano | Ordenación del territorio | Patrimonio cultural","Urbanisme i infraestructures","informes altres","","Estudi de paisatge urbà de Vallcarca","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Barcelona de Serveis Municipals, S.A. (BSM) | Doymo, S.A.","","","Barcelona. Districte 2. Eixample | Sagrada Família (Barcelona : Barri) | Sagrada Família, Plaça (Barcelona) | Barcelona. Distrito 2. Eixample | Sagrada Família (Barcelona : Barrio) | Sagrada Família, Plaza (Barcelona) | Barcelona. District 2. Eixample | Sagrada Família (Barcelona : Neighborhood) | Sagrada Família, Square (Barcelona)","2017","","2017","2017-06-26","Sol·licitant de l’informe: Barcelona de Serveis Municipals, S.A. (BSM)","Mostra els principals resultats i conclusions extrets de les enquestes fetes als conductors d’autocars (xofers) que paren o estacionen en quatre indrets concrets de Barcelona situats en les immediacions de la Sagrada Família","","application/pdf","19 p.","application/pdf","","Núm. Exp. P17005162","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/111444","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM) | Doymo, S.A.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Autobusos turístics | Aparcaments | Opinió pública | Tour buses | Parking garages | Public opinion | Autobuses turísticos | Aparcamiento | Opinión pública","Cultura i oci | Transport","informes altres","","Estudi zona bus Sagrada Família","Estudi basat en enquestes realitzades als xofers dels autocars de l'entorn de la Sagrada Família","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Gerència d'Ecologia Urbana | Dac Enviro S. L.","","","Port del Fòrum Sant Adrià (Catalunya) | Sant Adrià de Besòs (Catalunya) | Barcelona | Port del Fòrum Sant Adrià (Catalunya) | Sant Adrià de Besòs (Catalonia) | Barcelona | Port del Fòrum Sant Adrià (Cataluña) | Sant Adrià de Besòs (Cataluña) | Barcelona","","","2017-11","2018-01","Sol·licitant de l’informe: Gerència d'Ecologia Urbana","","","application/pdf","97 p.","application/pdf","","Núm. Exp. 20170736 | DAC-02-186-17","","Mandat 2015-2019","http://hdl.handle.net/11703/111395","spa","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona | Dac Enviro S. L.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Dics | Murs de contenció | Enginyeria de costes | Climatologia | Onades | Dikes (Engineering) | Retaining walls | Coastal engineering | Climatology | Ocean waves | Diques | Muros de contención | Ingeniería de costas | Climatología | Olas","Medi ambient | Urbanisme i infraestructures","informes altres","","Documento ambiental del proyecto de mejora de la respuesta de la infraestructura frente a los temporales : Port Fòrum","Estudi ambiental projecte millora infraestructura del Port Fòrum","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Col·legi d'Enginyers Tècnics Industrials de Barcelona | Gerència d'Ecologia Urbana","","","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc","","","2018","2019-03","Sol·licitant de l'informe: Gerència d'Ecologia Urbana","","","application/pdf","63 p.","application/pdf","","Núm. Exp. 20180635","","Mandat 2015-2019","http://hdl.handle.net/11703/112767","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Can Batlló (Barcelona) | Neteja | Arquitectura i estalvi d'energia | Avaluació de l'impacte ambiental | Can Batlló (Barcelona) | Cleaning | Architecture and energy conservation | Environmental impact analysis | Can Batlló (Barcelona) | Limpieza | Arquitectura y ahorro de energía | Evaluación de impacto ambiental","Urbanisme i infraestructures","informes altres","","Informe de compatibilitat d’usos del Parc de Neteja de Can Batlló i el seu impacte ambiental","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Trimestral","Obert","Gerència d'Ocupació, Empresa i Turisme | Cambra Oficial de Comerç, Indústria i Navegació de Barcelona","","","Barcelona | Barcelona | Barcelona","2014 | 2015","","2014","2015-03","Sol·licitant de l’informe: Gerència d'Ocupació, Empresa i Turisme","","","application/pdf","41 p.","application/pdf","","Núm. Exp. 2014/328","","Mandat 2011-2015","http://hdl.handle.net/11703/106750","cat","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/embargoAccess","Ajuntament de Barcelona | Cambra Oficial de Comerç Indústria i Navegació de Barcelona","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l’àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","","","Negocis | Desenvolupament econòmic | Indústria | Construcció | Comerç | Hoteleria | Business | Economic development | Industry | Building | Commerce | Hospitality industry | Negocios | Desarrollo económico | Industria | Construcción | Comercio | Hostelería","Economia","enquestes | informes altres","","Enquesta de Clima empresarial a l'Àrea Metropolitana de Barcelona : informe. 4rt trimestre 2014","Clima empresarial de l'Àrea Metropolitana de Barcelona : situació del quart trimestre del 2014 i perspectives del primer trimestre del 2015 | Informe 4T 2014 per a l’Ajuntament de Barcelona","text","info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","Obert","Gerència d'Ecologia Urbana | Martí, Neus | Franquesa, Teresa | Pujol, Toni","","","Barcelona | Barcelona | Barcelona","2017","","2018","2019-03","Sol·licitant de l'informe: Gerència d'Ecologia Urbana","","","application/pdf","202 p.","application/pdf","","Núm. Exp. 20180522","","Mandat 2015-2019","http://hdl.handle.net/11703/113708","cat","Ajuntament de Barcelona","","","","","","","CC-BY-NC","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nc/4.0/deed.ca","Desenvolupament sostenible | Medi ambient | Indicadors ambientals | Sustainable development | Environment | Environmental indicators | Desarrollo sostenible | Medio ambiente | Indicadores ambientales","Medi ambient","informes altres | revistes i anuaris","","Indicadors de Sostenibilitat de Barcelona. Informe 2017","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
