"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 49"
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1929-12-10","1929-12-16","","","Aprovat per la Comisión Municipal Permanente de 10-12-1929","","","","","","application/pdf","5 p.","application/pdf","","7932","Gaceta municipal de Barcelona, núm. 50 (16-12-1929), p. 819-823","","","http://hdl.handle.net/11703/106942","spa","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Serveis municipals | Garatges | Municipal services | Garages | Servicios municipales | Garajes","Sector públic | Urbanisme i infraestructures","reglaments | documents digitalitzats","","Reglamento de los talleres municipales [1929]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1940-10-15","1940","","","Aprovat per la Comissió Municipal Permanent el 15-10-1940 i pel Consell Plenari de 17-12-1940","","","Digitalitzat pel SEDAC","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","9 p.","application/pdf","7932","17877","","","","http://hdl.handle.net/11703/96960","spa","Ajuntament de Barcelona","<a href=""http://hdl.handle.net/11703/106653"">Versió Gaseta Municipal de Barcelona</a>","","","","","Reproducció digital del document en suport original","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Mercats | Organització i organigrames | Markets | Organization and flowcharts | Mercados | Organización y organigramas","Comerç","monografies | reglaments | documents digitalitzats","","Reglamento del Mercado Central de Pescado [1940]","","text","info:eu-repo/semantics/book",""
"Consell Escolar Municipal (Barcelona)","Barcelona | Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","","No","1991-05-07","1991-05","2006-07-03","1991-05-07","Aprovat pel Plenari del Consell Municipal de 07-05-1991","","","Digitalitzat pel SEDAC","","","application/pdf","23 p.","application/pdf","17877","4284","","consells","","http://hdl.handle.net/11703/91666","cat","Consell Escolar Municipal de Barcelona","<a href=""http://hdl.handle.net/11703/964173"">Reglament de constitució del Consell Escolar Municipal de Barcelona i dels Consells Escolars de Districte [1989]</a>","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/84853"">Reglament de règim intern del Consell Escolar Municipal de Barcelona i dels Consells Escolars Municipals de Districte [2006]</a>","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consell Escolar Municipal (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Organització i organigrames | Consell Escolar Municipal (Barcelona) | Consells Escolars Municipals de Districte (Barcelona) | Ensenyament | Organization and flowcharts | Consell Escolar Municipal (Barcelona) | Consells Escolars Municipals de Districte (Barcelona) | Teaching | Organización y organigramas | Consell Escolar Municipal (Barcelona) | Consells Escolars Municipals de Districte (Barcelona) | Enseñanza","Educació","reglaments | documents digitalitzats","","Reglament de règim intern del Consell Escolar Municipal de Barcelona i dels Consells Escolars de Districte [1991]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1993-07-14","1993","2014-03-31","2014-03-31","Aprovat pel Plenari del Consell Municipal de Benestar Social de 14-07-1993","","","","","","application/pdf","9 p.","application/pdf","4284","6899","","consells","","http://hdl.handle.net/11703/91709","cat","Reproducció digital del document en suport original","","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/84890"">Reglament de funcionament intern del Consell Municipal de Benestar Social [2014]</a>","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Organització i organigrames | Consell Municipal de Benestar Social (Barcelona) | Organization and flowcharts | Consell Municipal de Benestar Social (Barcelona) | Organización y organigramas | Consell Municipal de Benestar Social (Barcelona)","Sector públic | Societat i benestar","reglaments | documents digitalitzats","","Reglament intern del Consell Municipal de Benestar Social [1993]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","2004","2004","2012-07-13","2012-07-13","","","","","","","application/pdf","2 p.","application/pdf","6899","","","","","http://hdl.handle.net/11703/91661","cat","Reproducció digital del document en suport original","","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/91763"">Reglament d'honors i distincions de l'Ajuntament de Barcelona [2012]</a>","","","<a href=""http://hdl.handle.net/11703/106246"">Reglament de les Medalles al Mèrit Artístic i Científic [1997]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Condecoracions | Medalles | Decorations of honor | Medals | Condecoraciones | Medallas","Cultura i oci","reglaments | documents digitalitzats","","Reglament per a la concessió de les Medalles d'Or al Mèrit Cultural, Artístic, Científic i Cívic [2004]","","text","info:eu-repo/semantics/other",""
"Alcaldia","Barcelona | Barcelona | Barcelona","","Si","2016-07-06","2016-07-20","","2016-07-06","","","","","","","application/pdf","1 p.","application/pdf","","Ref. 2015/2016","Gaseta Municipal de Barcelona, núm. 21  (20-07-2016) p. 4428","","","http://hdl.handle.net/11703/97844","cat","","","","","","","","","","<a href=""http://hdl.handle.net/11703/91706""> Reglament intern del Consell Assessor de Salut Laboral de Barcelona [1985]</a>","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Consell Assessor de Salut Laboral de Barcelona | Nomenaments | Organization and flowcharts | Consell Assessor de Salut Laboral de Barcelona | Appointments | Organización y organigramas | Consell Assessor de Salut Laboral de Barcelona | Nombramientos","Salut","reglaments","","Reglament intern del Consell Assessor de Salut Laboral de Barcelona [1985] : modificació [2016-07-06]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","","Si","2001-09-28","2001-10-23","","2001-10-24","","","","","","","application/pdf","7 p.","application/pdf","5567","","Butlletí Oficial de la Província de Barcelona, núm. 254 (23-10-2001), p. 19-25","districtes","","http://hdl.handle.net/11703/96414","cat","","<a href=""http://hdl.handle.net/11703/90295"">Edició 2001 en català i castellà</a>","","<a href=""http://hdl.handle.net/11703/113905"">Normes reguladores del funcionament dels districtes [2015 text consolidat]</a>","","","","","","","","<a href=""http://hdl.handle.net/11703/106501"">Normes reguladores de l'organització dels districtes [1986]</a>","http://hdl.handle.net/11703/96415 | http://hdl.handle.net/11703/96416 | http://hdl.handle.net/11703/86348 | http://hdl.handle.net/11703/83680","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Districtes municipals | Política i govern | Organization and flowcharts | Local districts | Politics and government | Organización y organigramas | Distritos municipales | Política y gobierno","Legislació i justícia | Sector públic","reglaments","","Normes reguladores del funcionament dels districtes  [2001]","","text","info:eu-repo/semantics/other",""
"Districte 8. Nou Barris","Barcelona. Districte 8. Nou Barris | Barcelona. District 8. Nou Barris | Barcelona. Distrito 8. Nou Barris","","Si","2002-04-15","2002","","","Aprovat pel Plenari del Consell Municipal de Districte de 15-04-2002 | Ratificat al Plenari del Consell Municipal de l'Ajuntament de Barcelona de 26-04-2002","","Deroga el Reglament de Funcionament Intern del Districte de Nou Barris [1992] [GM 4 (10-02-1990), p. 88]","","","","application/pdf","21 p.","application/pdf","5521","","","districtes","","http://hdl.handle.net/11703/84868","cat","Ajuntament de Barcelona. Districte de Nou Barris","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Organització i organigrames | Districte 8. Nou Barris | Organization and flowcharts | Districte 8. Nou Barris | Organización y organigramas | Districte 8. Nou Barris","Sector públic","reglaments","","Reglament Intern d'Organització i Funcionament del Districte de Nou Barris [2002]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2010-10-29","2010-12-01","","2010-12-02","Aprovat pel Plenari del Consell Municipal de 29-10-2010","","","","","","application/pdf","15 p.","application/pdf","8040","","Butlletí Oficial de la Província de Barcelona (01-12-2010)","","","http://hdl.handle.net/11703/83461","cat","","","","","","","","","","","","<a href=""http://hdl.handle.net/11703/91690"">Normes reguladores de l'organització i funcionament del sistema municipal d'arxius [1990]</a> | <a href=""http://hdl.handle.net/11703/106245"">Instrucció relativa als arxius municipals de districte [1991]</a> | <a h","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Arxius municipals | Sistemes d'informació per a la gestió | Documentació | Municipal archives | Management information systems | Documentation | Archivos municipales | Sistemas de información en la gestión | Documentación","Legislació i justícia","reglaments","","Reglament del Sistema Municipal d'Arxius [2010]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","Si","2011-01-19","2011-02-23","","2011-02-22","Aprovat per la Comissió de Govern de 19-01-2011","","","","","","application/pdf","16 p.","application/pdf","9682","","Butlletí Oficial de la Província de Barcelona (23-02-2011)","","","http://hdl.handle.net/11703/84874","cat","","","","","","","","","","","","<a href=""http://hdl.handle.net/11703/97105"">Normes generals d'organització i funcionament dels casals de jubilats [1987]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Residències de persones grans | Old age homes | Hogares para ancianos","Societat i benestar","reglaments","","Règim de funcionament dels casals i els espais municipals de gent gran de Barcelona [2011]","Normes general d'organització i funcionament dels casals de jubilats","text","info:eu-repo/semantics/other",""
