"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdescriptionversion","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifierisbn","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhaspart","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationispartof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreferences","dcrelationreplaces","dcrelationrequires","dcrelationuri","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 61"
"","","Parcs i Jardins de Barcelona, Institut Municipal | Àrea de Medi Ambient","","Barcelona. Districte 7. Horta-Guinardó | Laberint, Parc (Barcelona) | Barcelona. District 7. Horta-Guinardó | Laberint, Park (Barcelona) | Barcelona. Distrito 7. Horta-Guinardó | Laberint, Parque (Barcelona)","","","2008","2008","","","","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","13 p.","application/pdf","BAB_11039","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/89968","cat","Ajuntament de Barcelona | Parcs i Jardins de Barcelona, Institut Municipal","","","","","","","","http://hdl.handle.net/11703/89966 | http://hdl.handle.net/11703/89967 | http://hdl.handle.net/11703/89969","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","info:eu-repo/semantics/openAccess","","De l'edició: Ajuntament de Barcelona i Institut Municipal de Parcs i Jardins | De les fotografies i il·lustracions: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Parcs | Mitologia | Educació ambiental | Parks | Mythology | Environmental education | Parques | Mitología | Educación ambiental","Medi ambient | Educació","monografies | material didàctic","","Mites i ciència al parc del Laberint: Quadern dels alumnes","","text","info:eu-repo/semantics/book",""
"","","Galobart Consulting | Ajuntament de Barcelona","","Barcelona. Districte 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barri) | Barcelona. District 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Neighborhood) | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barrio)","","","2009","2009-11","","","","","","","","","","","application/pdf","48 p.","application/pdf","17918","","","","","","http://hdl.handle.net/11703/89985","cat","Galobart Consulting","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Comerç | Comerç al detall | Rutes comercials | Commerce | Retail trade | Trade routes | Comercio | Comercio al detalle | Rutas comerciales","Comerç","monografies","","Sarrià Eix Comercial: Estudi del perfil dels visitants i grau de satisfacció dels comerços","","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 67","","","","","","","","application/pdf","8 p.","application/pdf","8369","","","societats mercantils","","","http://hdl.handle.net/11703/90854","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Empreses petites i mitjanes | Globalització (Economia) | Emprenedoria | Business enterprises | Small business | Globalization (Economics) | Entrepreneurship | Empresas | Pequeñas y medianas empresas | Globalización (Economía) | Emprendedores","Economia","monografies","","Formes d'internacionalitzar l'empresa","","text","info:eu-repo/semantics/book",""
"","","Regidoria de Drets Civils","Coll-Planas, Gerard","Barcelona | Barcelona | Barcelona","","","2011","2011","","","Elaborat en el marc del projecte AHEAD (Against Homophobia European Administration Devices), liderat per l'Ajuntament de Barcelona. | Coordinació científica: IGOP Universidad Autònoma de Barcelona; Coordinació internacional: CEPS Projectes Socials; Socis del projecte: Comune di Torino, Stadt Köln, Università degli Studi di Torino, Magyar Tudományos Akadémia, Centre for Youth Work Studies","","","","","","","Drets revisats. El document informa explícitament sobre la llicència CC o CopyLeft.","application/pdf","88 p.","application/pdf","7565","","","","","","http://hdl.handle.net/11703/90773","cat","Ajuntament de Barcelona. Direcció de Drets Civils","http://hdl.handle.net/11703/90774 | http://hdl.handle.net/11703/90775","","","","http://hdl.handle.net/11703/91470","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Homosexualitat | Homosexuals | Homosexuality | Gays | Homosexualidad | Homosexuales","Societat i benestar","monografies","","Contra l'homofòbia: polítiques locals d'igualtat per raó d'orientació sexual i d'identitat de gènere: Llibre blanc europeu","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","No","1963-07-16","1963","","","Aprovat pel Plenari del Consell Municipal de  16-07-1963","","","","Digitalitzat pel SEDAC","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","20 p.","application/pdf","7870","","","","","","http://hdl.handle.net/11703/91758","spa","Ajuntament de Barcelona","","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Mercats | Mercat Central de la Flor de la Unitat Alimentària de Barcelona | Organització i organigrames | Markets | Mercat Central de la Flor de la Unitat Alimentària de Barcelona | Organization and flowcharts | Mercados | Mercat Central de la Flor de la Unitat Alimentària de Barcelona | Organización y organigramas","Comerç","monografies | reglaments | documents digitalitzats","","Reglamento del Mercado Municipal de la Flor [1963]","","text","info:eu-repo/semantics/book",""
"","","Institut de Cultura de Barcelona | Ciudades y Gobiernos Locales Unidos","","Barcelona | Barcelona | Barcelona","","","2004","2004","","","Podeu consultar la versió en català a: http://hdl.handle.net/11703/90414 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/111352 | Podeu consultar la versió en francès a: http://hdl.handle.net/11703/111513 | Podeu consultar la versió en anglès a: http://hdl.handle.net/11703/111517 | Podeu consultar la versió en àrab a: http://hdl.handle.net/11703/111519 | Podeu consultar la versió en búlgar a: http://hdl.handle.net/11703/111521 | Podeu consultar la versió en alemany a: http://hdl.handle.net/11703/111566 | Podeu consultar la versió en gallec a: http://hdl.handle.net/11703/111567 | Podeu consultar la versió en italià a: http://hdl.handle.net/11703/111568 | Podeu consultar la versió en persa a: http://hdl.handle.net/11703/111570 | Podeu consultar la versió en portuguès a: http://hdl.handle.net/11703/111571 | Podeu consultar la versió en serbi a: http://hdl.handle.net/11703/111572 | Podeu consultar la versió en suec a: http://hdl.handle.net/11703/111574 | Podeu consultar la versió en turc a: http://hdl.handle.net/11703/111576 | Podeu consultar la versió en ucraïnès a: http://hdl.handle.net/11703/111577","","","","","","","","application/pdf","21 p.","application/pdf","6107","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/111569","jpn","Ajuntament de Barcelona","http://hdl.handle.net/11703/90414 | http://hdl.handle.net/11703/111352 | http://hdl.handle.net/11703/111513 | http://hdl.handle.net/11703/111517 | http://hdl.handle.net/11703/111519 | http://hdl.handle.net/11703/111521 | http://hdl.handle.net/11703/111566 | http://hdl.handle.net/11703/111567 | http://hdl.handle.net/11703/111568 | http://hdl.handle.net/11703/111570 | http://hdl.handle.net/11703/111571 | http://hdl.handle.net/11703/111572 | http://hdl.handle.net/11703/111574 | http://hdl.handle.net/11703/111576 | http://hdl.handle.net/11703/111577","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Globalització | Multiculturalisme | Política cultural | Globalization | Multiculturalism | Cultural policy | Globalización | Multiculturalismo | Política cultural","Cultura i oci","monografies","Agenda 21 de la cultura","Agenda 21 de la cultura [versió en japonès]","","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","","","","","","","","","application/pdf","19 p.","application/pdf","9217","","","societats mercantils","","","http://hdl.handle.net/11703/90953","cat","Barcelona Activa, S.A.","http://hdl.handle.net/11703/91068","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Inversions estrangeres | Business enterprises | Foreign investments | Empresas | Inversiones extranjeras","Economia","monografies","","Setting up in Barcelona: a practical guide","Setting up in Barcelona.","text","info:eu-repo/semantics/book",""
"","","Parcs i Jardins de Barcelona, Institut Municipal | Àrea de Medi Ambient","","Barcelona. Districte 1. Ciutat Vella | Ciutadella, Parc (Barcelona) | Barcelona. District 1. Ciutat Vella | Ciutadella, Park (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Ciutadella, Parque (Barcelona)","","","2008","2008","","","","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","13 p.","application/pdf","BAB_11011","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/89940","cat","Ajuntament de Barcelona | Parcs i Jardins de Barcelona, Institut Municipal","","","","","","","","http://hdl.handle.net/11703/89938 | http://hdl.handle.net/11703/89939","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","info:eu-repo/semantics/openAccess","","De l'edició: Ajuntament de Barcelona i Institut Municipal de Parcs i Jardins | De les fotografies i il·lustracions: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Parcs | Educació ambiental | Parks | Environmental education | Parques | Educación ambiental","Medi ambient | Educació","monografies | material didàctic","","El parc és de tots!: Quadern dels alumnes","","text","info:eu-repo/semantics/book",""
"","","García Souto, Víctor | Torre Jussana-Centre de Serveis a les Associacions","Ponce Sastre, Mireya | Royuela Andreu, Alicia","Barcelona | Barcelona | Barcelona","","","2010","2010","","","Forma part de la col·lecció: Útils pràctics. Barcelona associacions; 22","","","","Digitalitzat per Torre Jussana, Centre de Serveis a les Associacions","","","","application/pdf","103 p.","","15692","","","","","","http://hdl.handle.net/11703/91162","cat","Torre Jussana Centre de Serveis a les Associacions","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Associacions, institucions, etc. | Entitats sense ànim de lucre | Associations, institutions, etc. | Nonprofit organizations | Asociaciones, instituciones, etc. | Organizaciones no lucrativas","Societat i benestar","monografies | documents digitalitzats","","Manual associatiu sobre la constitució i posada en marxa d'una associació","","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 14","","","","","","","","application/pdf","21 p.","application/pdf","8321","","","societats mercantils","","","http://hdl.handle.net/11703/90810","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Societats | Treballadors autònoms | Emprenedoria | Business enterprises | Corporations | Self-employed | Entrepreneurship | Empresas | Sociedades | Trabajadores autónomos | Emprendedores","Ocupació","monografies","","Societat o treball autònom?","","text","info:eu-repo/semantics/book",""
"","","Àrea de Prevenció, Seguretat i Mobilitat","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","Presentat al 3r Congrés de la Bicicleta, realitzat a Lleida del 14 al 16 d'abril de 2010. | Congrés de la Bicicleta (3r:2010:Lleida)","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","27 p.","application/pdf","4903","","","","","","http://hdl.handle.net/11703/90712","cat","Ajuntament de Barcelona. Prevenció Seguretat i Mobilitat","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Bicicletes | Circulació urbana | Bicycles | Urban traffic | Bicicletas | Circulación urbana","Transport","monografies","","La bicicleta i les zones 30 de la ciutat de Barcelona","","text","info:eu-repo/semantics/book",""
"","","Departament d'Estadística i Difusió de Dades | Oficina Municipal de Dades | Gerència Municipal","","Barcelona | Barcelona | Barcelona","2019","","2019","2019","","","","","","","","","","","application/pdf","38 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/113794","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Eleccions | Elecciones | Elections","Sector públic","monografies | estadístiques i indicadors","","Eleccions Generals 28 abril 2019 : dossier preelectoral","","text","info:eu-repo/semantics/book",""
