"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"anual","","Fundació Casa de Misericòrdia de Barcelona","","Barcelona | Barcelona | Barcelona","2012","No","2012-08-31","2012","","","","Balanç de la situació a 31 d'agost de 2012 | Compte de resultats a 31 d'agost de 2012","application/pdf | application/vnd.ms-excel","1 document i 1 fitxer","application/pdf | application/vnd.ms-excel","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/109619","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Casa de Misericòrdia de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Casa de Misericòrdia de Barcelona | Budget | Fundació Casa de Misericòrdia de Barcelona | Presupuestos | Fundació Casa de Misericòrdia de Barcelona","Economia","pressupostos | documents digitalitzats","Pressupost anual 2012 de la Fundació Casa de Misericòrdia de Barcelona","Informació econòmico-financera-pressupostària 2012 de la Fundació Casa de Misericòrdia de Barcelona","text | dataset","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona)","","Barcelona | Barcelona | Barcelona","2010","No","2009-12-18","2009","","","","","application/pdf","2 documents","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107511","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Pressupostos municipals | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Municipal budgets | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Pressupost anual 2010 de l'Institut de Prestacions d'Assistència Mèdica al Personal Municipal","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci per a la Normalització Lingüística","","Barcelona | Barcelona | Barcelona","2012","No","2011","2011","","","","","application/pdf","5 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107545","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci per a la Normalització Lingüística","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci per a la Normalització Lingüística | Pressupost | Consorci per a la Normalització Lingüística | Budget | Consorci per a la Normalització Lingüística | Presupuestos","Economia | Cultura i oci","pressupostos","Normes reguladores de l'execució del pressupost 2012 del Consorci per a la Normalització Lingüística","","text","info:eu-repo/semantics/other",""
"anual","","Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona)","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","6 p.","application/pdf","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110489","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona) | Municipal budgets | Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona) | Presupuestos municipales | Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona)","Economia","pressupostos","Pressupost anual 2016 de l'Institut Municipal del Paisatge Urbà i la Qualitat de Vida : pròrroga","Pròrroga pressupostària per a l’exercici 2017 de l'Institut Municipal del Paisatge Urbà i la Qualitat de Vida","text","info:eu-repo/semantics/other",""
"bianual","","Gran Teatre del Liceu. Consorci","","Barcelona | Barcelona | Barcelona","2012 | 2013","No","2011","2011","","","","","application/pdf","1 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/109512","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Gran Teatre del Liceu. Consorci","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Gran Teatre del Liceu. Consorci | Budget | Gran Teatre del Liceu. Consorci | Presupuestos | Gran Teatre del Liceu. Consorci","Economia","pressupostos | documents digitalitzats","Pressupost del 2012-2013 del Consorci del Gran Teatre del Liceu","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Fundació Privada Casa Amèrica a Catalunya","","Barcelona | Barcelona | Barcelona","2013","No","2013-04-29","2013","","Aprovat pel Patronat de la Fundació de 29-04-2013","","","application/pdf","2 documents","application/pdf","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/109618","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Casa Amèrica a Catalunya","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Casa Amèrica a Catalunya | Budget | Fundació Privada Casa Amèrica a Catalunya | Presupuestos | Fundació Privada Casa Amèrica a Catalunya","Economia","pressupostos | documents digitalitzats","Pressupost anual 2013 de la Fundació Privada Casa Amèrica a Catalunya","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Institut Municipal d'Informàtica (Barcelona)","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/vnd.ms-excel","2 fitxers","application/vnd.ms-excel","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110507","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupostos municipals | Institut Municipal d'Informàtica (Barcelona) | Municipal budgets | Institut Municipal d'Informàtica (Barcelona) | Presupuestos municipales | Institut Municipal d'Informàtica (Barcelona)","Economia","pressupostos","Pressupost anual 2017 de l'Institut Municipal d'Informàtica","","dataset","info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Habitatge de Barcelona","","Barcelona | Barcelona | Barcelona","2014","No","2013","2013","","","","","application/pdf","11 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107508","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Habitatge de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci de l'Habitatge de Barcelona | Pressupostos municipals | Consorci de l'Habitatge de Barcelona | Municipal budgets | Consorci de l'Habitatge de Barcelona | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Pressupost anual 2014 del Consorci de l'Habitatge de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Casa Àsia","","Barcelona | Barcelona | Barcelona","2010","No","2009","2009","","","","","application/pdf","6 p.","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107486","spa","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Casa Àsia","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci Casa Àsia | Pressupost | Consorci Casa Àsia | Budget | Consorci Casa Àsia | Presupuestos","Economia | Cultura i oci","pressupostos | documents digitalitzats","Pressupost anual 2010 del Consorci Casa Àsia","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Autoritat del Transport Metropolità","","Barcelona | Barcelona | Barcelona","2013","No","2013-01-14","2013","","Aprovat pel Consell d'Administració del Consorci de 14-01-2013","","","application/pdf","2 documents","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107463","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Autoritat del Transport Metropolità","http://creativecommons.org/licenses/by/4.0/deed.ca","Autoritat del Transport Metropolità | Pressupost | Autoritat del Transport Metropolità | Budget | Autoritat del Transport Metropolità | Presupuestos","Economia","pressupostos | documents digitalitzats","Pressupost anual 2013 del Consorci Autoritat del Transport Metropolità","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Barcelona de Serveis Municipals, S.A. (BSM) | Parc d'Atraccions del Tibidabo, S.A.","","Barcelona | Barcelona | Barcelona","2018","Si","2017-09","2017","","","","","application/pdf","2 documents","application/pdf","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/106726","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Parc d'Atraccions del Tibidabo, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","Parc d'Atraccions del Tibidabo, S.A. | Pressupostos municipals | Parc d'Atraccions del Tibidabo, S.A. | Municipal budgets | Parc d'Atraccions del Tibidabo, S.A. | Presupuestos municipales","Economia","pressupostos","Pressupost anual 2018 del Parc d'Atraccions del Tibidabo, S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona)","","Barcelona | Barcelona | Barcelona","2017","No","2016-12-16","2016","","Aprovat pel Consell d'Administració del PAMEM de 16-12-2016","","Informe d'intervenció relatiu al projecte de pressupost per a l'exercici 2017","application/pdf","2 documents","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/107513","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Pressupostos municipals | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Municipal budgets | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Pressupost anual 2017 de l'Institut de Prestacions d'Assistència Mèdica al Personal Municipal","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Direcció de Comptabilitat | Àrea d'Economia, Empresa i Ocupació","","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","","application/pdf","41 p.","application/pdf","18738","","","","Mandat 2011-2015 | Mandat 2007-2011","http://hdl.handle.net/11703/88929","cat","","","","http://hdl.handle.net/11703/88918 | http://hdl.handle.net/11703/88909","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Municipal budgets | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2011","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Tractament i Selecció de Residus, S.A. (TERSA)","","Barcelona | Barcelona | Barcelona","","Si","2019-11-25","2019-11","","Aprovat pel Consell d'Administració de 25-11-2019","","","application/pdf","21 p.","application/pdf","","","","societats mercantils","Mandat 2019-","http://hdl.handle.net/11703/116244","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Tractament i Selecció de Residus, S.A. (TERSA) | Municipal budgets | Tractament i Selecció de Residus, S.A. (TERSA) | Presupuestos municipales | Tractament i Selecció de Residus, S.A. (TERSA)","Economia","pressupostos","Pressupost anual 2020 de TERSA","","text","info:eu-repo/semantics/other",""
"anual","","Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","","Barcelona | Barcelona | Barcelona","2005","No","2004","2004","","","","","application/pdf","4 p.","application/pdf","","","","associacions","Mandat 2003-2007","http://hdl.handle.net/11703/110135","spa","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU) | Budget | Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU) | Presupuestos | Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","Economia","pressupostos | documents digitalitzats","Presupuesto anual 2005 del Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut de Cultura de Barcelona","","Barcelona | Barcelona | Barcelona","2018","Si","2017","2017","","","","","application/pdf","15 p.","application/pdf","","","","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/110768","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut de Cultura de Barcelona | Municipal budgets | Institut de Cultura de Barcelona | Presupuestos municipales | Institut de Cultura de Barcelona","Economia","pressupostos","Pressupost anual 2018 de l'Institut de Cultura de Barcelona","","text","info:eu-repo/semantics/other",""
"anual","","Associació Observatori de les Dones en els Mitjans de Comunicació","","Barcelona | Barcelona | Barcelona","2016","No","2016","2016-03-09","","","","","application/pdf","1 p.","application/pdf","","","","associacions","Mandat 2015-2019","http://hdl.handle.net/11703/110213","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Associació Observatori de les Dones en els Mitjans de Comunicació","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Associació Observatori de les Dones en els Mitjans de Comunicació | Budget | Associació Observatori de les Dones en els Mitjans de Comunicació | Presupuestos | Associació Observatori de les Dones en els Mitjans de Comunicació","Economia","pressupostos","Pressupost anual 2016 de l'Associació Observatori de les Dones en els Mitjans de Comunicació","","text","info:eu-repo/semantics/other",""
