"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifieruri","dclanguage","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 42"
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2015","No","2014-12-17","2014-12-29","","","Aprovats per la Comissió de Govern de 17-12-2014 | Correcció d'errades aprovades per la Comissió de Govern de 11-02-2015","","","","","application/pdf","","application/pdf","17454 | 18043","","Butlletí Oficial de la Província de Barcelona (29-12-2014) | Correcció d'errades :  Butlletí Oficial de la Província de Barcelona  (27-02-2015)","districtes","http://hdl.handle.net/11703/87095","cat","","","","","http://hdl.handle.net/11703/88940","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Instal·lacions esportives | Infrastructure (Economics) | Sports facilities | Equipamientos colectivos | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2015 i successius : serveis dels equipaments dels districtes i les instal·lacions esportives municipals","","text | text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona)","Barcelona | Barcelona | Barcelona","2001 | 2002","No","2001-09-12","2001-10-20","","","Aprovats per la Comissió de Govern de 12-09-2011","","","","Preus públics per: Escola Massana, Escoles de Música, Cursos d’especialització audiovisuals EMAV i Centre de recursos de l’Espai.","application/pdf","3 p.","application/pdf","12695","","Gaseta Municipal de Barcelona, núm. 29 (20-10-2001), p. 1613-1615","organismes autònoms","http://hdl.handle.net/11703/89024","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Institut Municipal d'Educació (Barcelona) | Escoles municipals | Institut Municipal d'Educació (Barcelona) | Public schools | Institut Municipal d'Educació (Barcelona) | Escuelas públicas","Hisenda","preus públics","","Preus públics per al curs 2001-2002 : Institut Municipal d'Educació","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2017","No","2016-12-15","2016-12-27","","2016-12-28","Aprovats per la Comissió de Govern municipal de 15-12-2016","","","","","application/pdf","","application/pdf","","","Butlletí Oficial de la Província de Barcelona (27-12-2016) | Correcció errades : Butlletí Oficial de la Província de Barcelona (13-01-2017) | Correcció errades : Butlletí Oficial de la Província de Barcelona (07-02-2017)","districtes","http://hdl.handle.net/11703/99420","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Instal·lacions esportives | Infrastructure (Economics) | Sports facilities | Equipamientos colectivos | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2017 i successius : serveis dels equipaments dels districtes i les instal·lacions esportives municipals","Preus públics. 2017","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","2001-12-31","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","1 p.","application/pdf","12744","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000), p. 1562","","http://hdl.handle.net/11703/89032","cat","","","","http://hdl.handle.net/11703/89014","http://hdl.handle.net/11703/89023","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Gestió ambiental | Environmental management | Gestión del medio ambiente","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : estudis d'anàlisi i control ambiental","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002","No","2001-09-05","2001-12-30","2002-12-31","2002-01-01","Aprovats per la Comissió de Govern de 05-09-2001","","","","","application/pdf","2 p.","application/pdf","12756","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2001), p. 1999-2000","","http://hdl.handle.net/11703/89016","cat","","","","","http://hdl.handle.net/11703/89002","","http://hdl.handle.net/11703/89034","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Guàrdia Urbana de Barcelona | Guàrdia Urbana de Barcelona | Guàrdia Urbana de Barcelona","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : Serveis de la Secció Muntada, la Secció Canina i de la Galeria de Tir de la Guàrdia Urbana","","text","info:eu-repo/semantics/other",""
"Districte 10. Sant Martí","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí","2002","No","2002-05-08","2002-05-30","","","Aprovats per la Comissió de Govern de 08-05-2002","","","","","application/pdf","1 p.","application/pdf","12687","","Gaseta Municipal de Barcelona, núm. 16 (30-05-2002), p. 833","districtes","http://hdl.handle.net/11703/89006","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : serveis dels equipaments d'infància del Districte de Sant Martí","","text","info:eu-repo/semantics/other",""
"Districte 10. Sant Martí","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí","2002","No","2002-03-06","2002-03-30","","","Aprovats per la Comissió de Govern de 06-03-2002","","","","","application/pdf","2 p.","application/pdf","12689","","Gaseta Municipal de Barcelona, núm. 10 (30-03-2002), p. 578-579","districtes","http://hdl.handle.net/11703/89008","cat","","","","http://hdl.handle.net/11703/88996","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : bars dels casals municipals de gent gran del Districte de Sant Martí","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2011","No","2010-12-03","2010-12-30","","2011-01-01","Aprovats per la Comissió de Govern de 03-12-2010","","","","Tarifes del Parc Zoològic de Barcelona; del Bicing, de l'Arxiu municipal administratiu, del Mercat Central de Fruites i Hortalisses i del Mercat Central del Peix; i de Mercabarna","application/pdf","2 p.","application/pdf","12596","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2010), p. 4540-4541","","http://hdl.handle.net/11703/88963","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Bicing | Mercats | Zoo de Barcelona | Arxius municipals | Mercabarna, S.A. | Bicing | Markets | Zoo de Barcelona | Municipal archives | Mercabarna, S.A. | Bicing | Mercados | Zoo de Barcelona | Archivos municipales | Mercabarna, S.A.","Hisenda","preus públics","","Preus públics per a l'any 2011 i successius : Parc Zoològic de Barcelona; Bicing ; Arxiu municipal administratiu ; Mercat Central de Fruites i Hortalisses i Mercat Central del Peix; i Mercabarna","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002 | 2003","No","2002-03-06","2002-04-20","","","Aprovats per la Comissió de Govern de 06-03-2002","","","","","application/pdf","1 p.","application/pdf","12692","","Gaseta Municipal de Barcelona, núm. 12 (20-04-2002)","","http://hdl.handle.net/11703/89011","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles bressol | Escoles municipals | Kindergarten | Public schools | Guarderías | Escuelas públicas","Hisenda","preus públics","","Preus públics per al curs 2002-2003 : escoles bressol municipals","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2015","","2014-12-17","2014-12-29","","","Aprovats per la Comissió de Govern de 17-12-2014","","","","","application/pdf","10 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (29-12-2014)","","http://hdl.handle.net/11703/97804","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Recollida selectiva | Source separation (Recycling) | Recogida selectiva de basura","Hisenda","preus públics","","Preus públics per a l'any 2015: recollida de residus comercials i industrials","","text","info:eu-repo/semantics/other",""
"Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2015","No","2014-07-22","2014","","2014-07-22","Aprovats pel President de la Comissió Executiva del Consorci el 22-07-2014","","","","","application/pdf","23 p.","application/pdf","","","","consorcis","http://hdl.handle.net/11703/108645","cat","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flors","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci Mercat de les Flors | Equipaments culturals | Activitats culturals | Consorci Mercat de les Flors | Arts facilities | Cultural animation | Consorci Mercat de les Flors | Equipamientos culturales | Animación cultural","Hisenda | Cultura i oci","preus públics","","Preus públics per a l'any 2015 : d’activitats, lloguers i serveis culturals del Consorci Mercat de les Flors","","text","info:eu-repo/semantics/other",""
"Consorci de Biblioteques de Barcelona","Barcelona | Barcelona | Barcelona","2017","","2016-10-14","2016-10-31","","","Aprovats per la Comissió Executiva del Consorci de Biblioteques el 14-10-2016","","","","","application/pdf","1 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (31-10-2016)","consorcis","http://hdl.handle.net/11703/98785","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Biblioteques | Libraries | Bibliotecas","Hisenda","preus públics","","Preus públics per a l'any 2017 i successius: serveis de consulta a internet","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","2001-12-31","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","2 p.","application/pdf","12741 | 12732","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000), p. 1558-1559","","http://hdl.handle.net/11703/89023","cat","","","","http://hdl.handle.net/11703/89002","","","","http://hdl.handle.net/11703/89031 | http://hdl.handle.net/11703/89037 | http://hdl.handle.net/11703/89038 | http://hdl.handle.net/11703/89032 | http://hdl.handle.net/11703/89033 | http://hdl.handle.net/11703/89035 | http://hdl.handle.net/11703/89036 | http://hdl.handle.net/11703/89034 | http://hdl.handle.net/11703/89039 | http://hdl.handle.net/11703/89375","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : regulació general i preus públics","","text","info:eu-repo/semantics/other",""
"Districte 6. Gràcia","Barcelona. Districte 6. Gràcia | Barcelona. District 6. Gràcia | Barcelona. Distrito 6. Gràcia","2012","No","2012-10-03","2012-10-17","","2012-10-18","Aprovats per la Comissió de Govern de 03-10-2012","","","","","application/pdf","2 p.","application/pdf","12580","","Butlletí Oficial de la Província de Barcelona (17-10-2012)","districtes","http://hdl.handle.net/11703/88954","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Centre Artesà Tradicionàrius | Centre Artesà Tradicionàrius | Centre Artesà Tradicionàrius","Hisenda","preus públics","","Preus públics per a l'any 2012 i successius : Centre Artesà Tradicionàrius del districte de Gràcia","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts","2003","No","2003-01-29","2003-02-28","","","Aprovats per la Comissió de Govern de 29-01-2003","","","","","application/pdf","7 p.","application/pdf","12668","","Gaseta Municipal de Barcelona, núm. 8 (28-02-2003), p. 482-488","","http://hdl.handle.net/11703/88994","cat","","","","","","","http://hdl.handle.net/11703/89004","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2003 i successius : equipaments del Districte de les Corts","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2004","No","2003-12-02","2003-12-30","","2004-02-01","Aprovats per la Comissió de Govern de 02-12-2003","","","","","application/pdf","2 p.","application/pdf","12678","","Gaseta Municipal de Barcelona, núm. 35 (30-12-2003), p. 1741-1742","","http://hdl.handle.net/11703/88991","cat","","","","http://hdl.handle.net/11703/88984","","","http://hdl.handle.net/11703/88998","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Mercabarna, S.A. | Escorxadors | Mercabarna, S.A. | Slaughter-houses | Mercabarna, S.A. | Mataderos","Hisenda","preus públics","","Preus públics per a l'any 2004 i successius : Mercabarna i escorxador","","text","info:eu-repo/semantics/other",""
